Absolute Magnitude,Relative Velocity km per sec,Miss Dist.(kilometers),Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,Hazardous
16.4,10.85238066,46779844,0,0.152107,6.788,0.369482223,0.857901422,16.60418561,234.2660098,290.2381576,0.540922097,94.12029937,1.174880747,2458053.153,294.6917175,1.240360685,0
23.7,8.594661363,22684586,0,0.0160056,7.097,0.430378448,0.815171735,2.669858628,55.10226069,268.8265112,0.464339389,17.91144393,1.166004081,2458038.452,309.177002,1.339153636,0
19.7,17.38248952,32056584,1,0.106311,6.107,0.170168661,0.961059322,35.07094862,78.10656164,344.1309398,0.797517144,350.0974128,1.1246015,2458134.567,219.751152,1.046113436,0
20.4,14.07207602,31943122,0,0.0735488,7.284,0.394770404,0.791204431,9.152548924,160.9785643,257.0582184,0.478860338,243.7083529,1.103548524,2457756.874,61.09689389,1.400460963,0
20.8,25.29297583,61319348,0,0.113472,5.467,0.441030276,1.121573951,6.695729699,21.80264433,433.8506954,0.626925882,357.9992094,1.616222019,2458064.935,306.5334526,0.829778548,0
26.5,14.92573799,40403832,4,0.0201697,3.436,0.541260701,2.219015135,6.624843456,201.7008045,1207.365671,1.017949446,11.06933485,3.420080823,2457611.271,116.0563253,0.298169816,0
18.9,13.56000314,6688478.5,1,0.00780919,6.815,0.259185262,0.850826081,26.37052473,257.5633905,286.6550639,0.6303045,144.5011455,1.071347662,2458062.635,281.9665798,1.255864784,1
23.3,16.53862842,68795944,6,0.0485347,7.021,0.330027217,0.829885501,4.977297293,143.8828766,276.1376932,0.556000699,102.3412276,1.103770303,2458042.421,305.3478473,1.303697426,0
26,5.210248901,26760848,2,0.00367107,6.288,0.218922023,0.953909419,4.529484214,67.3422083,340.2977932,0.74507764,113.7344042,1.162741199,2458146.801,205.2290821,1.057896957,0
20.4,14.07207702,31943132,0,0.072888,7.285,0.394849626,0.791123654,9.147184158,160.9370816,257.0188531,0.478748775,243.7218517,1.103498532,2458013.877,341.262952,1.400675459,0
20,16.32622933,71927856,1,0.0141525,4.134,0.614609552,1.551698473,25.04852031,26.92239569,706.0076812,0.598009771,275.7628466,2.505387176,2457771.203,116.9209196,0.509909466,1
21.2,11.46687046,8981903,0,0.00300594,3.846,0.492429844,1.853800898,1.021165896,102.6841152,921.9196234,0.94093401,209.5097785,2.766667786,2458364.691,217.7872627,0.390489573,1
25.7,14.37247573,22536518,7,0.0239186,6.9,0.34807879,0.843706028,14.09444736,87.43496184,283.064336,0.550029855,32.08237354,1.137382201,2458103.579,228.9050432,1.271795681,0
22.8,4.926932859,52692232,3,0.0216763,5.037,0.250189177,1.275897454,1.540417017,251.7518107,526.4075179,0.95668172,267.3315753,1.595113188,2457940.871,40.77934453,0.683880811,0
28.4,9.604570904,13987979,6,0.000380249,3.706,0.535837216,1.945787117,2.420357772,21.4092235,991.3828739,0.903161965,224.4985186,2.988412269,2458149.579,305.8649564,0.363129129,0
17.3,11.06652895,61358048,0,0.264741,3.148,0.54313475,2.642852082,9.812270696,326.7399784,1569.306277,1.207427278,283.0745754,4.078276886,2457503.219,114.0766965,0.229400726,0
18.2,22.58807689,47509464,0,0.180334,6.622,0.464847743,0.875157551,21.33396088,46.5931231,299.0389735,0.468342539,94.450124,1.281972563,2458142.307,189.2845291,1.20385646,0
20.3,19.46560804,74620848,7,0.178793,3.768,0.450248332,1.757915162,38.87883927,69.55242857,851.3248194,0.966416793,292.7658528,2.549413532,2458020.27,351.6399245,0.422870321,0
23.4,19.04974801,50950388,6,0.0172702,4.88,0.354712972,1.319074956,6.504351364,230.7017737,553.3534722,0.851181958,127.9919712,1.786967955,2457854.563,94.94346182,0.650578731,0
21.5,17.38454832,65600692,1,0.313053,5.455,0.379366478,1.110312468,25.92472031,176.6691829,427.3328233,0.689097137,187.9275112,1.5315278,2457997.71,2.35010907,0.842434703,0
20.8,9.566859573,34714076,3,0.0731788,4.758,0.442783598,1.350594811,7.710385129,16.74085274,573.3054126,0.752573581,222.0526077,1.94861604,2457956.697,27.50571836,0.627937557,0
15.9,26.26278025,67479904,0,0.37175,4.283,0.607508524,1.423836662,40.8209723,315.9338005,620.5670095,0.558843753,212.3241206,2.288829571,2457730.379,156.7011206,0.580114628,0
16.9,1.762249328,60572136,0,0.247756,4.433,0.198076721,1.535474309,11.27932959,196.2207801,694.9639201,1.231332592,142.4902779,1.839616025,2457771.783,118.4780135,0.518012503,0
21.5,12.81692816,20674518,7,0.133761,6.864,0.37643086,0.84289071,22.23603424,123.0412183,282.6541251,0.525600635,6.80859618,1.160180786,2458095.495,239.0104783,1.273641415,0
28.665,7.751716325,8998057,4,0.000802905,4.992,0.287021575,1.287930828,3.005537548,12.69635246,533.8721114,0.918266893,231.1643098,1.657594762,2457888.693,75.39357502,0.674318797,0
21.457,9.679310488,40135208,4,0.0484508,6.228,0.25448575,0.956018451,18.60926332,276.2023924,341.4269812,0.712725379,228.1972372,1.199311523,2458161.731,189.9980286,1.054398216,1
19.3,20.12099352,69821488,1,0.104768,4.76,0.166316084,1.334866044,30.33006402,127.6827483,563.319721,1.112856352,197.3316738,1.556875737,2457912.768,56.06653174,0.639068697,0
23.2,12.71220974,11855450,7,0.038182,6.041,0.342678129,0.995873328,7.09148982,134.3475514,362.9982895,0.654609319,48.2635342,1.337137338,2457856.371,142.9385362,0.99174021,0
22.5,18.42098897,61704260,3,0.159253,5.754,0.245227055,1.06436722,9.340560642,17.55880379,401.0843007,0.803355581,170.7211572,1.325378858,2457989.062,10.26611616,0.897566919,0
19.9,9.37626752,67095564,0,0.0138031,6.165,0.379768572,0.962877776,17.13790871,245.9212571,345.1081149,0.597207058,243.8756088,1.328548495,2457849.953,157.0428577,1.043151362,1
20.3,7.402589777,33877264,0,0.142881,5.729,0.315328279,1.066380121,8.50764251,205.8281941,402.2226176,0.730120313,172.0069287,1.40263993,2458130.62,243.5391762,0.895026745,0
23.2,4.120224846,70523144,6,0.0832134,4.405,0.302965634,1.543267173,5.176344794,40.80143071,700.2612656,1.075710255,354.5339747,2.010824091,2457873.14,65.47495382,0.514093836,0
26.9,2.608256041,12762400,7,0.0336951,6.057,0.165903217,1.002189262,2.07974763,227.0039918,366.457019,0.835922839,194.9107289,1.168455684,2458097.776,264.4382556,0.982379873,0
17.2,33.84184562,67176392,0,0.0869675,4.764,0.717300603,1.240980852,32.97430795,12.57297008,504.9472924,0.350824538,67.0466934,2.131137166,2457949.482,36.37294587,0.712945698,0
18.7,5.69908862,51970036,0,0.210314,3.505,0.450394497,2.220705672,5.09491547,297.0600861,1208.745665,1.220512057,23.69010647,3.220899287,2457686.293,93.57994532,0.297829403,0
22.6,9.092899876,15802181,5,0.101321,5.04,0.159534957,1.266506367,17.01632571,148.391318,520.6063883,1.064454329,129.153856,1.468558405,2458025.254,342.8824207,0.691501311,0
21.3,10.62790278,73047712,1,0.169228,5.482,0.324490495,1.125426183,12.64895595,124.1377717,436.0878123,0.760236084,22.51255834,1.490616283,2457887.688,93.12906462,0.82552181,0
24.5,9.159068209,26278520,5,0.0119604,6.26,0.051790464,0.957725943,15.26706287,346.0135122,342.3420953,0.908124872,23.81002917,1.007327014,2458035.741,322.941791,1.051579706,0
17.9,4.756550156,43042004,0,0.234588,3.391,0.480062688,2.345716225,5.58439495,244.0992513,1312.235053,1.219625389,86.71888713,3.47180706,2458108.169,330.4620286,0.274341094,0
17.8,7.24183258,56552432,0,0.241157,3.16,0.527391506,2.647781387,9.566073078,157.9770768,1573.698802,1.251363975,175.2666726,4.044198799,2457628.847,353.5152811,0.228760421,0
22.4,9.879924361,13318350,7,0.00410013,5.389,0.272645986,1.161128363,2.672973047,117.0178025,457.0027122,0.844551375,295.3224671,1.477705351,2457966.271,26.96332563,0.787741496,0
17.8,7.241799458,56552644,0,0.241078,3.161,0.527442051,2.647431284,9.566239886,157.971325,1573.386688,1.251064696,175.2579109,4.043797871,2457628.843,85.03729432,0.2288058,0
19.9,39.29758574,74320944,2,0.0298515,6.097,0.515313587,0.917674034,53.62974054,346.2809942,321.0931879,0.444784136,311.9479464,1.390563933,2458012.507,346.5377589,1.121169846,1
27.6,12.89240914,60266052,6,0.00420001,5.568,0.110197443,1.114911952,11.80752139,45.23508359,429.990919,0.992051506,347.1008305,1.237772399,2458117.568,261.9875573,0.837226983,0
21.494,18.08337044,72124424,5,0.0739088,6.696,0.383885058,0.874062218,10.86837596,100.3027573,298.4777408,0.538522793,257.1689857,1.209601643,2457968.782,38.25533,1.206120092,0
19.3,12.16814802,58535068,0,0.00924442,4.364,0.40259709,1.502224044,23.77503148,126.6941424,672.5126998,0.897433015,311.4483473,2.107015072,2457684.281,169.2736324,0.535305876,1
26.5,10.90719432,1528530.875,7,0.00456067,3.192,0.61178588,2.473878139,3.92261739,353.7617412,1421.234958,0.960394425,327.6396825,3.987361852,2458561.223,217.9683356,0.253300834,0
25.3,15.55889786,50239380,5,0.0253681,6.137,0.173857866,0.985278781,2.636233376,193.7175231,357.221115,0.813980315,38.43986871,1.156577247,2458178.545,180.5697456,1.007779173,0
22.9,16.24415459,16568694,2,0.101081,6.584,0.407262127,0.882915745,23.37293941,2.529549791,303.0242041,0.523337601,209.1332437,1.242493889,2457967.435,39.28204118,1.188023911,0
19.8,36.23878292,62911212,7,0.0230206,5.365,0.453429413,1.076795265,48.92679328,336.6392032,408.1296366,0.588544619,247.2078998,1.56504591,2458147.814,230.0584176,0.882072674,1
22.1,10.08541097,49276908,5,0.180521,3.833,0.381665956,1.89568294,12.70955274,342.4819276,953.338165,1.172165298,23.56597183,2.619200582,2457664.699,126.8051942,0.377620464,0
20.6,18.55462983,35325576,0,0.198787,7.576,0.698595713,0.731507908,30.34471532,176.1496742,228.5214469,0.220479619,359.8568384,1.242536197,2458037.65,301.4758457,1.575344481,0
19,17.52292207,45836112,1,0.089119,6.79,0.379618045,0.851839911,24.45381292,150.7160727,287.1675764,0.528466109,114.3228502,1.175213713,2458030.39,322.5292584,1.253623423,0
20,14.55183371,58636648,0,0.0807848,4.799,0.474687675,1.314375527,18.34785379,116.3866872,550.3989838,0.690457665,251.7817482,1.93829339,2457866.918,87.37184608,0.654070975,0
19.5,14.87159715,67337200,0,0.203527,3.934,0.348023868,1.805560251,17.67268974,189.6782933,886.1686968,1.177182189,148.26619,2.433938313,2458221.715,270.1328556,0.406243192,0
20.6,13.61263853,18043472,0,0.0652715,5.772,0.33170827,1.053323839,11.27914258,164.5916251,394.8583233,0.703927611,303.1134494,1.402720068,2458108.962,261.1126556,0.911719416,0
24.2,19.02101083,51582424,8,0.0463673,6.231,0.186423985,0.954479126,22.08973385,356.8192146,340.6026944,0.776541324,226.9409121,1.132416928,2453155.864,119.0507022,1.056949948,0
19.6,41.11112845,71481008,0,0.12742,3.218,0.614548819,1.956492589,54.75356279,164.2775438,999.5758102,0.75413238,93.95962632,3.158852798,2457857.027,51.67211715,0.360152773,0
19.8,12.49584872,19324200,1,0.0206764,3.238,0.647141311,2.347872817,4.285237836,1.026441962,1314.045122,0.828467323,320.9473133,3.86727831,2458118.306,327.7255577,0.273963195,1
18,23.67047315,72643504,0,0.0917908,4.389,0.410508382,1.526165977,7.199239152,114.4189705,688.6540062,0.899662052,180.8703494,2.152669903,2457699.937,157.1220826,0.522758884,0
20.6,26.95293565,45217632,0,0.208414,4.307,0.31771746,1.384741474,55.83220241,21.13939104,595.1843137,0.94478493,273.060255,1.824698018,2457591.911,5.19508154,0.60485465,0
20.9,14.71110598,74514496,1,0.13527,4.333,0.271075407,1.551193965,21.37971938,13.75826697,705.66339,1.130703429,10.58991393,1.971684502,2457899.19,51.68425365,0.51015825,0
23.4,18.67792929,71378312,2,0.00254036,6.831,0.386794963,0.855231149,2.892604279,321.6436243,288.8841352,0.524432048,44.51354435,1.18603025,2458109.193,224.5501365,1.246174352,0
21.1,19.4757508,43564336,1,0.123563,4.541,0.373596969,1.440871811,17.77415389,21.74465515,631.7371901,0.90256647,275.7923731,1.979177152,2457924.076,43.55076978,0.569857222,0
22.5,12.42702584,36677232,3,0.117067,6.363,0.192799583,0.934589126,16.86183046,189.9044553,330.011833,0.754400732,180.0785027,1.11477752,2457868.48,144.0162924,1.090869975,0
26.6,21.88246918,66399600,3,0.00343614,6.91,0.314700139,0.84665071,3.22339526,209.5699871,284.5475443,0.580209613,314.3820048,1.113091806,2458094.417,241.1791006,1.265166427,0
23.7,19.20529856,60074932,6,0.00265357,3.869,0.470947396,1.845457396,3.051305208,83.32439126,915.7026315,0.97634404,352.112543,2.714570752,2457544.981,179.0830241,0.393140729,0
20.9,3.646679965,56986648,4,0.276466,3.797,0.351656891,1.956841646,7.550481296,219.8705037,999.8433233,1.268704797,178.8341269,2.644978496,2457963.494,13.3241335,0.360056412,0
20.6,26.95292405,45217612,0,0.209354,4.307,0.317744446,1.384710657,55.83310949,21.13880703,595.164445,0.944726536,273.0471416,1.824694777,2458187.047,247.1623975,0.604874843,0
19.9,4.9054524,41251924,6,0.28225,3.217,0.512356814,2.574404839,8.21136098,246.3505994,1508.737522,1.255390977,132.6507566,3.8934187,2457453.234,130.5831387,0.238610093,0
20.1,30.54738929,18449452,0,0.111627,4.829,0.818559646,1.185380794,36.80976779,30.96555557,471.3953092,0.215075911,210.6354724,2.155685678,2458065.783,310.143743,0.763690247,0
17.9,36.78115005,61276376,1,0.241743,2.695,0.567383362,2.431309041,60.47995026,194.0180864,1384.709508,1.051824744,122.265029,3.810793337,2458424.749,249.7027109,0.259982327,0
22.6,9.315995786,29311380,2,0.164832,5.948,0.228982647,1.016477554,15.47493071,211.875175,374.3217965,0.783721833,28.5582156,1.249233276,2458036.648,325.2346787,0.961739347,0
23.3,10.78194022,12420380,8,0.0784694,5.026,0.155814627,1.266012844,19.93406786,29.57925313,520.3021186,1.068749525,343.9960001,1.463276162,2452920.918,12.16499486,0.691905697,0
18.3,29.43623792,70191368,0,0.14155,4.641,0.483858695,1.368937873,20.69944414,342.7965028,585.0244746,0.70656538,306.6714215,2.031310367,2458156.937,263.7353874,0.615358871,0
19,8.827803983,17770576,0,0.106354,3.187,0.604394789,2.478048356,8.707528089,162.709221,1424.830136,0.980328842,251.2156138,3.97576787,2458665.122,192.075451,0.252661697,0
21.7,23.09599483,67825448,1,0.0288226,5.51,0.277438592,1.116526992,17.28822149,56.35022654,430.9255722,0.806759315,72.47395362,1.426294669,2458158.767,227.7816807,0.835411085,1
20.6,29.78345356,57033388,1,0.162248,3.372,0.699360701,2.101238586,9.526124278,130.3829522,1112.529352,0.631714895,359.2750803,3.570762276,2458547.301,183.0622725,0.323586968,0
25.1,15.86581839,58427312,7,0.10432,6.435,0.202910881,0.923481351,14.05323519,169.6828376,324.145966,0.736096936,359.5497166,1.110865765,2457885.975,127.192235,1.110610767,0
22.4,21.16956575,33863420,3,0.00139774,7.192,0.482975361,0.798269977,10.70394093,24.51479089,260.5092329,0.412725247,216.5665593,1.183814706,2458076.587,254.8541042,1.381908794,0
21.2,17.45589022,27129212,1,0.0704208,5.384,0.144743923,1.135689488,29.84317036,47.555166,442.0667348,0.971305336,71.15228489,1.30007364,2457873.884,103.1104609,0.814356683,0
27.4,8.949734099,27035334,6,0.0125843,5.041,0.223486502,1.274954249,6.21212397,249.2832967,525.823907,0.990019184,197.6976896,1.559889314,2457739.629,178.6025878,0.684639849,0
24.4,10.78216672,7133538,7,0.0145165,2.961,0.658567473,2.802658235,0.996639271,3.70245149,1713.774354,0.956918682,80.32285057,4.648397787,2458124.048,334.0472643,0.21006266,0
20.1,11.58958381,45054412,0,0.263067,3.384,0.495844916,2.237648972,21.67629068,213.0780237,1222.605553,1.128122105,237.8208234,3.347175839,2457893.279,31.57147545,0.294453104,0
24.7,26.50763433,74260728,8,0.020261,6.006,0.187123805,0.986831409,30.96433377,217.7903981,358.065825,0.802171761,70.86066558,1.171491057,2454318.328,90.659466,1.00540173,0
23.1,11.1229122,28941416,2,0.0851768,6.618,0.35369209,0.884144254,18.2061951,58.01658083,303.6568765,0.571429425,148.3080028,1.196859084,2457934.83,77.85462287,1.18554865,0
24.2,6.187835242,25228576,0,0.111872,3.622,0.468644399,2.074027591,3.361404564,217.3681449,1090.988621,1.102046177,188.7818977,3.046009005,2458420.062,221.55474,0.329975944,0
28.2,5.536447668,17140942,5,0.0109061,6.386,0.074614239,0.939441385,2.259005425,299.9358212,332.5852306,0.869345681,332.6486533,1.009537089,2458145.439,203.1139189,1.082429305,0
24,6.15014964,47854544,4,0.0109591,5.516,0.148396751,1.132196999,4.069632203,2.583070806,440.0291283,0.964182643,233.2488046,1.300211356,2458030.212,335.6918529,0.818127658,0
19.4,14.01914531,54885520,0,0.00539934,4.39,0.639783205,1.447801625,10.93037626,98.59539017,636.3001369,0.521522461,260.0680785,2.37408079,2458025.928,345.6136317,0.565770741,1
18.4,13.33672568,54814044,1,0.022942,5.015,0.486256927,1.232074465,21.39481944,21.57823162,499.5211281,0.632969721,87.2560691,1.831179209,2457993.718,4.887512232,0.720690237,1
22.4,12.13434301,63166972,0,0.032103,6.234,0.491415842,0.947425806,3.940930725,327.1342251,336.8342476,0.481845756,262.5065746,1.413005857,2457833.745,178.2231932,1.068774932,0
22.2,8.920510153,74706872,0,0.0113589,5.138,0.335842022,1.232325884,2.552887928,252.6006177,499.6740356,0.818459067,297.887131,1.646192702,2458112.923,279.0026292,0.720469695,0
21.7,19.31889343,73117984,4,0.064576,5.698,0.162453461,1.083368313,6.062000298,115.0284765,411.8723336,0.907371381,211.0964435,1.259365245,2457851.714,130.0473248,0.874057252,0
25,12.88709291,17003330,2,0.000538513,3.428,0.568506215,2.207452126,1.812021477,80.90826974,1197.94083,0.952501873,25.00445276,3.462402379,2457855.982,43.42996621,0.300515677,0
22.6,12.81213401,21600770,5,0.0171663,5.513,0.233429742,1.120448373,15.55617689,52.11086133,433.1977603,0.858902398,96.67727171,1.381994348,2457795.944,169.9919908,0.831029227,0
19.4,6.068827009,36105328,0,0.0353752,6.379,0.243087235,0.935435665,6.883238277,174.1057393,330.4603151,0.708043196,318.6446161,1.162828134,2457979.141,23.26818371,1.089389508,1
19.6,8.631520791,58528428,0,0.192932,3.888,0.453512714,1.800420153,17.79389162,38.67193812,882.387252,0.983906722,100.078974,2.616933583,2458347.9,218.2663398,0.407984135,0
20.3,10.14134963,28483584,0,0.190346,3.592,0.45871135,2.068406961,16.07365607,59.20643911,1086.556747,1.119605212,42.08158669,3.017208709,2458441.992,213.7240447,0.331321858,0
18.3,17.73066608,61328428,0,0.176965,6.246,0.566466548,0.921596388,30.1398317,262.9101217,323.1540276,0.399542863,25.34429713,1.443649914,2458042.558,313.1470275,1.114019846,0
17.3,18.86550318,64657620,0,0.017361,7.059,0.210621656,0.827553854,8.459065788,274.0503734,274.9747562,0.653253091,326.4735421,1.001854618,2458029.014,322.6686405,1.309211089,1
20.9,8.594495654,3575105,1,0.012061,6.704,0.267042799,0.879603076,5.757141313,89.66559088,301.3204004,0.644711408,223.1398175,1.114494744,2458024.065,331.8457774,1.194741543,1
21.7,3.698820127,72423648,4,0.0903339,4.035,0.397598835,1.749886131,4.265543103,268.9530387,845.4990238,1.054133444,112.3718404,2.445638818,2457976.83,10.07815476,0.425784052,0
20.4,19.68974057,68138024,0,0.0178569,7.659,0.333597405,0.743386313,22.22460428,282.6948192,234.1101633,0.495394568,340.1126679,0.991378058,2458054.708,276.641821,1.537737597,1
26.7,20.55719613,69186792,6,0.00139323,5.108,0.277250796,1.248622217,1.152998956,41.39305411,509.6182993,0.902440714,125.2009524,1.594803721,2458111.677,281.463541,0.706411054,0
18.2,26.41589658,71872928,4,0.410852,2.691,0.783537758,2.685974576,32.41697357,173.8763137,1607.871263,0.581412078,359.6450857,4.790537074,2457833.522,37.38621642,0.223898522,0
24.2,15.2870777,24670308,7,0.0220494,8.261,0.535942672,0.678176573,15.0199937,118.2157079,203.9917492,0.314712808,167.7491738,1.041640338,2458025.05,316.6740227,1.764777259,0
19,35.64278887,57048936,3,0.015962,2.732,0.770621379,2.752302033,24.81921844,286.2124896,1667.7946,0.631319245,262.2706894,4.873284822,2458042.802,350.8689806,0.215853919,1
22.3,24.95512058,50118512,3,0.0661538,6.587,0.476156751,0.887178501,6.321997456,117.1002254,305.2213719,0.464742468,192.5492382,1.309614533,2458131.003,206.0748516,1.179471797,0
25.8,19.31154083,54842884,6,0.00640451,6.314,0.256288625,0.947895158,1.578530317,270.8526562,337.0845785,0.704960411,53.34044053,1.190829905,2457962.466,40.61916032,1.067981222,0
20.4,14.27813109,51216528,7,0.318555,3.48,0.394301043,2.141578214,26.98385903,288.1875569,1144.720175,1.297151691,170.6260584,2.986004737,2457575.037,133.8026383,0.314487337,0
18.2,15.19945831,51665676,0,0.0578928,6.455,0.664511877,0.890795512,7.220327144,61.96858337,307.0898465,0.298851315,193.5473642,1.482739709,2455249.136,341.6700532,1.172295353,0
19.1,11.75575297,8973133,0,0.0423433,7.026,0.369145978,0.823169631,17.50753783,297.797371,272.7925064,0.519299872,30.57114985,1.127039389,2458113.729,210.5734792,1.319684344,1
19.9,9.211980811,29867686,0,0.0229001,6.767,0.423252865,0.86291268,3.267704135,213.9395383,292.7849188,0.497682416,109.2727898,1.228142943,2457895.682,128.8814659,1.229571528,1
20.1,11.6354832,56587436,0,0.20967,4.796,0.127385662,1.352568694,20.26633212,135.0299645,574.5626934,1.180270835,332.1366171,1.524866553,2458199.756,235.1537056,0.626563479,0
18.1,37.1742967,42032432,0,0.0513192,2.371,0.889569572,3.0574336,17.02682963,230.3164822,1952.693038,0.337633702,124.6879242,5.777233497,2458821.802,208.5840856,0.184360774,0
22.2,15.31152241,24258846,0,0.0982548,4.207,0.327569213,1.584080745,27.7571949,108.8347686,728.2230132,1.065184662,20.47430307,2.102976828,2458140.466,290.8073005,0.494354056,0
18.7,21.17165892,64068144,0,0.131875,4.652,0.197958096,1.320723805,43.8785841,306.2546641,554.3913375,1.059275836,58.62233417,1.582171775,2457864.418,88.36625655,0.649360796,0
19.2,38.2699085,43432044,0,0.13164,5.195,0.833101194,1.100261591,23.70617095,308.8793229,421.5434596,0.183632346,18.13621485,2.016890836,2458049.287,318.3354906,0.854004473,0
24.4,9.803431505,7054503,0,0.0135172,3.173,0.609949939,2.509106339,2.97822252,301.1907079,1451.700506,0.97867708,153.4537546,4.039535597,2457375.47,154.9980504,0.247985034,0
25.9,3.495770884,1973172.375,6,0.0137876,4.878,0.254240699,1.334539491,2.171718302,302.0661518,563.1130233,0.995245239,170.8418288,1.673833744,2458086.918,304.7525769,0.639303275,0
21.8,14.5292242,61035972,1,0.0112919,5.957,0.649191243,0.982211322,4.134633666,123.2021921,355.5542142,0.344568333,139.7742298,1.61985431,2458094.917,264.4019785,1.01250382,1
20.5,20.45935568,24304872,1,0.104459,6.361,0.368012435,0.913231288,31.69247566,116.9429967,318.7642441,0.577150818,141.5508639,1.249311759,2457888.109,126.9298278,1.129361296,0
20.4,19.19396819,21931470,9,0.0572492,3.66,0.724640447,1.829544878,3.717594665,212.8706382,903.8846836,0.503782659,17.94830978,3.155307096,2453090.427,338.1237677,0.398280894,0
26.4,8.991811654,2591530,6,0.00286896,5.179,0.312280976,1.220963141,4.807384562,318.8165169,492.7790737,0.839679579,110.3486576,1.602246702,2457900.024,73.40275793,0.730550503,0
21.9,14.61345884,51309612,6,0.290219,5.37,0.38476454,1.135590615,24.04579564,278.5474553,442.0090065,0.698655614,337.8694299,1.572525615,2457992.481,6.531063432,0.814463042,0
20.6,35.23105131,47014092,0,0.0346675,4.638,0.738662056,1.313189712,3.908082421,3.756316203,549.6543059,0.343186299,271.3869049,2.283193126,2454734.052,10.1176002,0.654957118,1
19.7,12.03476772,47754436,4,0.0505682,4.113,0.406554117,1.671912688,14.89157832,203.2805504,789.6212314,0.992189701,320.4974654,2.351635675,2457792.725,94.72788108,0.455914793,0
24.4,8.06410968,8909012,8,0.0551852,4.481,0.376260282,1.488228179,6.691397243,298.1507078,663.1361628,0.928267025,250.8727254,2.048189332,2453086.986,325.5350091,0.542874933,0
18.4,8.448343656,36433692,0,0.026241,5.127,0.354383287,1.229203336,10.38987495,241.0761613,497.776079,0.793594218,245.8404015,1.664812454,2458016.837,348.1847174,0.723216754,1
19.4,33.59908447,51283632,0,0.160617,4.498,0.613300365,1.352355675,36.1623601,146.6862729,574.4269648,0.522955446,123.376676,2.181755903,2458273.09,189.1646696,0.626711527,0
20.7,14.91793452,21708708,0,0.0416774,3.055,0.711130725,2.476428129,10.53948121,350.8074718,1423.432965,0.715363997,95.61860067,4.23749226,2458705.737,181.6386902,0.252909697,1
26.1,16.54337678,46657784,7,0.019812,6.604,0.258977539,0.896384684,4.333445913,224.9175107,309.9845639,0.664241184,147.6262901,1.128528184,2457933.919,77.32321732,1.16134815,0
25.3,4.427004805,26800898,2,0.0151469,5.829,0.069989464,1.053116405,8.480602663,286.2044696,394.741688,0.979409352,78.11940432,1.126823458,2458048.167,316.5277746,0.911988804,0
20.2,23.30861602,62851940,2,0.120911,4.127,0.500077445,1.499342975,45.03307789,341.2772099,670.5789408,0.74955537,55.68973674,2.249130579,2458323.576,186.5569367,0.536849546,0
21.7,7.989241577,32587680,0,0.0696136,4.997,0.27816823,1.277431313,14.08928905,176.2542088,527.3570583,0.922090506,255.550394,1.63277212,2457722.089,276.9974477,0.682649439,0
19.5,13.20401443,54332276,1,0.118035,3.586,0.517920458,1.981961732,24.50502592,129.5213185,1019.157545,0.955463204,57.92389397,3.00846026,2458198.006,290.234439,0.353232924,0
19.3,15.10471142,25208886,1,0.0660929,3.635,0.53339274,1.980456474,15.15553407,3.225665272,1017.996723,0.924095368,187.4576331,3.03681758,2458172.543,299.1596163,0.353635716,0
22.1,6.398311958,33663012,4,0.00469688,6.256,0.245748511,0.958605579,5.570152516,229.9019033,342.8138466,0.723029685,112.7702163,1.194181473,2458044.214,314.0948448,1.050132612,0
21.5,9.985247217,53524356,1,0.0453328,7.116,0.303662271,0.817523929,5.860775975,96.61086996,269.9909064,0.569272756,115.2035667,1.065775102,2457949.207,68.39244113,1.333378242,1
21.3,13.60155695,68413736,7,0.00779389,5.228,0.367314668,1.17222651,26.68863085,336.3630595,463.57044,0.741650519,90.86414379,1.602802501,2458070.298,305.7962039,0.776581009,1
22.7,14.49623287,26946582,0,0.0440685,5.422,0.148046816,1.133197833,25.92016783,144.6288523,440.6127195,0.965431502,108.4373717,1.300964165,2457999.8,0.571775402,0.817044048,0
27.5,17.04816866,61069528,6,0.00138759,6.412,0.160308247,0.932683781,4.771075355,139.89364,329.0031558,0.783166879,240.041213,1.082200683,2457991.51,9.837350071,1.094214428,0
21.7,7.989230666,32587688,0,0.0700776,4.996,0.278366313,1.277604738,14.08477994,176.2299096,527.4644536,0.921962618,255.5411459,1.633246858,2458249.541,190.0267729,0.682510447,0
27.4,7.750614604,44228032,6,0.0034944,6.063,0.279378085,0.996167634,1.619224651,255.2330251,363.1592142,0.717860228,83.61802549,1.27447504,2458026.627,334.1003632,0.991300746,0
17.1,16.13292899,70818528,0,0.0480717,6.502,0.632837373,0.883062511,17.05627109,130.2027846,303.0997645,0.324227551,309.1887641,1.441897471,2457890.639,130.4847857,1.187727746,1
16,6.324643755,37229348,0,0.233996,3.712,0.391680431,2.007988861,11.36691753,340.2286874,1039.29868,1.221498918,195.0392147,2.794478804,2458281.465,262.6771141,0.346387431,0
21.8,23.60479925,46225072,0,0.0436135,4.155,0.502997133,1.598458759,20.07496489,154.9054498,738.1601242,0.794438586,101.7625655,2.402478933,2458292.552,217.5663536,0.487699062,1
